"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","slowdown"
8,4,2,2,"true","true",1024,4,1.44137647915366e-10,20,"GRM",1.23721899778681
2,2,1,2,"true","true",512,16,1.57686900768856e-10,26,"GRM",1.35352027839324
6,6,1,4,"true","true",128,2,1.18746687810648e-10,20,"GRM",1.01927331414384
2,2,1,2,"true","true",1024,32,1.64959521349263e-10,30,"GRM",1.41594549814608
2,2,1,2,"true","false",512,8,1.56732863494209e-10,43,"GRM",1.34533121011121
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,13,"GRM",1.17207913005986
4,4,1,4,"true","true",512,2,1.23999015246297e-10,14,"GRM",1.06435715851043
2,2,1,2,"true","false",512,4,1.55269439447837e-10,35,"GRM",1.33276977277561
8,4,2,2,"true","true",128,4,1.4493093093373e-10,38,"GRM",1.24402821685717
5,5,1,2,"true","true",256,4,1.17379768662026e-10,14,"GRM",1.0075402356347
5,5,1,2,"true","true",256,4,1.17379768662026e-10,17,"GRM",1.0075402356347
12,3,1,2,"true","false",256,2,1.73835327813561e-10,16,"GRM",1.49213181405403
8,4,2,2,"true","true",512,2,1.45687214384638e-10,40,"GRM",1.25051984667566
15,5,1,2,"true","true",256,8,1.72926804565186e-10,21,"GRM",1.48433341967839
16,4,4,2,"true","true",128,2,1.57132972686489e-10,16,"GRM",1.34876558482897
5,5,1,2,"true","true",256,4,1.17379768662026e-10,22,"GRM",1.0075402356347
6,3,2,4,"true","false",1024,8,1.52941185243508e-10,27,"GRM",1.31278498479735
8,4,2,4,"true","true",256,16,2.34763469321525e-10,4,"GRM",2.0151142219379
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,19,"GRM",1.07963189977221
4,4,1,4,"true","true",512,2,1.23999015246297e-10,52,"GRM",1.06435715851043
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,19,"GRM",0.999999999999996
3,3,1,4,"true","false",512,4,1.35429549481083e-10,41,"GRM",1.16247221945851
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,26,"GRM",1.22890638531243
2,2,1,2,"true","true",128,4,1.57042856566909e-10,26,"GRM",1.34799206467817
4,4,1,4,"true","false",128,2,1.25109511762482e-10,46,"GRM",1.07388920934288
4,4,1,4,"true","false",512,8,1.25366521299284e-10,29,"GRM",1.07609527476814
10,5,2,4,"true","true",512,4,1.40742193789431e-10,23,"GRM",1.20807379934992
24,6,4,2,"true","false",256,4,1.43064682433489e-10,24,"GRM",1.22800909810171
6,3,1,4,"true","false",128,4,1.59832880642617e-10,16,"GRM",1.37194049758707
16,4,2,2,"true","true",512,8,1.64829577019825e-10,23,"GRM",1.41483010882649
5,5,1,2,"true","true",256,4,1.17379768662026e-10,34,"GRM",1.0075402356347
20,5,2,2,"true","false",512,8,1.57777180798584e-10,15,"GRM",1.35429520548214
24,6,2,4,"true","true",128,2,1.41639115932257e-10,24,"GRM",1.21577261454976
12,4,1,4,"true","true",64,2,1.86021197285695e-10,6,"GRM",1.59673036574073
10,5,1,2,"true","false",512,16,1.44841221031973e-10,14,"GRM",1.24325818351509
6,3,2,2,"true","true",1024,16,1.55894411106999e-10,24,"GRM",1.33813427553375
4,4,1,4,"true","true",256,2,1.24879203669815e-10,33,"GRM",1.07191233826366
2,2,1,2,"true","true",256,4,1.55549103506316e-10,43,"GRM",1.33517029540903
20,5,4,4,"true","true",128,1,1.48373401207609e-10,26,"GRM",1.27357698280248
6,6,1,2,"true","false",256,4,1.17149348789584e-10,52,"GRM",1.00556240508331
3,3,1,4,"true","false",512,2,1.35341152549115e-10,35,"GRM",1.16171345611556
4,4,1,2,"true","false",128,4,1.28025322109481e-10,22,"GRM",1.09891734048992
4,4,1,4,"true","false",128,2,1.25109511762482e-10,52,"GRM",1.07388920934288
24,6,4,2,"true","true",256,4,1.43377486488586e-10,27,"GRM",1.23069408099929
2,1,2,2,"true","true",1024,8,2.50807208898201e-10,52,"GRM",2.15282716291404
12,6,1,2,"true","true",256,2,1.36286375373921e-10,21,"GRM",1.16982686474201
6,6,1,2,"true","true",256,1,1.17919974204394e-10,39,"GRM",1.01217714049193
4,4,1,2,"true","false",512,16,1.30082949623258e-10,15,"GRM",1.1165791789286
12,6,4,2,"true","false",64,2,2.32468275738666e-10,7,"GRM",1.9954132128998
20,5,2,4,"true","false",128,4,1.49566703992746e-10,31,"GRM",1.28381980899839
4,4,1,4,"true","true",512,2,1.23999015246297e-10,45,"GRM",1.06435715851043
5,5,1,4,"true","false",512,16,1.24692240135041e-10,15,"GRM",1.07030751925585
